constituency,name,cdd_anom,cdd_trend,maxtmax_anom,pr_ann,pr_djf,pr_jja,rx5day_anom,rx5day_trend,txx_anom,txx_trend,t_anom,t_trend
E14000690,Eltham,0.22028923,-0.20952639,0.5321903,0.06514086,0.07210749,0.07278432,0.48493576,0.77992433,0.5321903,0.3499702,0.5329199,0.21788462
E14000691,Enfield North,0.24202919,-0.31579584,0.51659775,0.06431461,0.07060477,0.06770496,0.6927223,0.8048827,0.51659775,0.329857,0.5301504,0.21676494
E14000692,"Enfield, Southgate",0.3927517,-0.31579584,0.5240307,0.06431461,0.07060477,0.06770496,0.89575577,0.8048827,0.5240307,0.329857,0.53064823,0.21676494
E14000693,Epping Forest,0.23695755,-0.1295764,0.55618095,0.062835425,0.0686215,0.06594047,1.1368141,0.7693764,0.55618095,0.335146,0.5289774,0.21719405
E14000694,Epsom and Ewell,0.6340561,-0.43345433,0.58028793,0.07437867,0.083807,0.07837644,0.41196442,0.8551619,0.58028793,0.3329112,0.53536224,0.21575388
E14000695,Erewash,-0.057245255,-0.71809554,0.53546524,0.06664033,0.062577285,0.071631454,-1.1279831,0.86377454,0.53546524,0.27309296,0.5346956,0.20596495
E14000696,Erith and Thamesmead,0.3210163,-0.27728462,0.54735756,0.06423899,0.07115628,0.06958499,0.6665802,0.75676614,0.54735756,0.34576133,0.53125095,0.21611215
E14000697,Esher and Walton,0.6855049,-0.46163422,0.58083344,0.07154218,0.08043096,0.073756866,-0.10149002,0.8466886,0.58083344,0.32043356,0.5364733,0.21500723
E14000698,Exeter,0.9731884,-0.09083852,0.51229095,0.090744235,0.088074416,0.07327185,-0.18502808,1.2801348,0.51229095,0.122280985,0.5276756,0.16735987
E14000699,Fareham,0.49348068,-0.08748602,0.48296356,0.09486019,0.11647658,0.0746428,1.370079,1.2138461,0.48296356,0.23495233,0.5350895,0.1924853
E14000700,Faversham and Mid Kent,0.40217528,-0.30144304,0.65210533,0.06750745,0.08089234,0.050664943,1.9623362,0.78470874,0.65210533,0.35856178,0.52786416,0.21699099
E14000701,Feltham and Heston,0.46739006,-0.6628077,0.55692863,0.06862926,0.07807492,0.07000936,0.2103653,0.8407049,0.55692863,0.3184967,0.5357256,0.21428895
E14000702,Filton and Bradley Stoke,0.43188477,-0.34901386,0.5807724,0.09933634,0.11487363,0.08346376,0.751564,1.4125205,0.5807724,0.21569577,0.53649235,0.18564337
E14000703,Finchley and Golders Green,0.23478508,-0.48982826,0.5476093,0.06471398,0.07190154,0.06835701,1.011528,0.81261945,0.5476093,0.33056468,0.5339327,0.2150338
E14000704,Folkestone and Hythe,0.4945674,-0.06136173,0.51320887,0.080088116,0.11015126,0.042375457,2.32549,0.9438383,0.51320887,0.3455751,0.5212443,0.22091877
E14000705,Forest of Dean,0.19655943,-0.44377783,0.5988183,0.08931792,0.091205895,0.07160305,-0.22070312,1.3667728,0.5988183,0.2217856,0.53467727,0.19612426
E14000706,Fylde,-0.34130096,-0.7247864,0.38231087,0.13539635,0.1758331,0.108622395,0.76963806,1.4212065,0.38231087,0.21673867,0.5166416,0.16661204
E14000707,Gainsborough,-0.09875761,-0.4976361,0.43880135,0.06839795,0.049856365,0.088723265,0.4675064,0.78411895,0.43880135,0.18319269,0.5234893,0.2006654
E14000708,Garston and Halewood,-0.3471012,-0.5752744,0.4548664,0.096806616,0.099793434,0.09034849,3.3830414,1.1178526,0.4548664,0.23130214,0.52455044,0.17255092
E14000709,Gateshead,-0.56376934,-0.2454359,0.24276161,0.071958885,0.079123564,0.072881706,1.3838043,0.8008314,0.24276161,0.13654648,0.51366425,0.17028622
E14000710,Gedling,-0.12826157,-0.8240156,0.5558033,0.06509541,0.05397096,0.0784328,-0.9413376,0.7841728,0.5558033,0.27193832,0.5309572,0.20686032
E14000711,Gillingham and Rainham,0.5079708,-0.30911916,0.6708069,0.06711532,0.07886827,0.053991884,1.5925713,0.7853568,0.6708069,0.35704708,0.5289421,0.21668881
E14000712,Gloucester,0.07536507,-0.69934046,0.5755367,0.09099877,0.09628746,0.06799048,0.20938873,1.3689369,0.5755367,0.21383344,0.53187084,0.19572449
E14000713,Gosport,0.49348068,-0.08748602,0.48296356,0.09486019,0.11647658,0.0746428,1.370079,1.2138461,0.48296356,0.23495233,0.5350895,0.1924853
E14000714,Grantham and Stamford,0.09528971,-0.6564584,0.56912184,0.063285984,0.0443054,0.08281124,-0.86046505,0.71609616,0.56912184,0.24877912,0.52758765,0.21382947
E14000715,Gravesham,0.293478,-0.6205709,0.59682274,0.06601137,0.075479604,0.0623901,1.2177238,0.76232255,0.59682274,0.34598482,0.5274286,0.21507335
E14000716,Great Grimsby,-0.13985443,-0.44754428,0.37813568,0.07053481,0.04483462,0.09542459,-1.3209686,0.7718701,0.37813568,0.11207539,0.5155077,0.1924369
E14000717,Great Yarmouth,0.40241495,0.17129138,0.4200929,0.07360591,0.06699693,0.0695464,0.6375186,1.0236928,0.4200929,0.12445992,0.52654713,0.21493965
E14000718,Greenwich and Woolwich,0.22028923,-0.20952639,0.5321903,0.06514086,0.07210749,0.07278432,0.48493576,0.77992433,0.5321903,0.3499702,0.5329199,0.21788462
E14000719,Guildford,0.58550835,-0.5320461,0.5780773,0.07985902,0.09351124,0.07420791,-0.24702835,0.959208,0.5780773,0.27292538,0.53720665,0.21097481
E14000720,Hackney North and Stoke Newington,0.10217857,-0.22260584,0.52456856,0.063587815,0.069737695,0.06860402,1.3245468,0.7967966,0.52456856,0.33875895,0.53137684,0.21594808
E14000721,Hackney South and Shoreditch,0.10217857,-0.295695,0.52456856,0.066155314,0.073684074,0.07224323,1.3245468,0.79629254,0.52456856,0.34017432,0.53137684,0.21804929
E14000722,Halesowen and Rowley Regis,0.05869484,-0.66747755,0.54445076,0.077100806,0.07743049,0.06954323,-1.0490265,1.145264,0.54445076,0.20433553,0.5330343,0.19555509
E14000723,Halifax,-0.10072231,-0.52399063,0.43688774,0.101374544,0.1293156,0.10278681,-0.4654312,1.2255268,0.43688774,0.22288439,0.5279145,0.17619617
E14000724,Haltemprice and Howden,-0.48514605,-0.5162177,0.3937769,0.07065455,0.060145795,0.090745606,0.9535198,0.73765945,0.3937769,0.17402911,0.5195317,0.19174339
E14000725,Halton,-0.3666649,-0.3600535,0.49279022,0.092653625,0.10109544,0.08915858,1.822052,1.0542873,0.49279022,0.24161948,0.5252876,0.18243608
E14000726,Hammersmith,0.23478508,-0.4736843,0.5476093,0.06714262,0.07530594,0.07167853,1.011528,0.81176245,0.5476093,0.33231527,0.5339327,0.21723123
E14000727,Hampstead and Kilburn,0.23478508,-0.4736843,0.5476093,0.06714262,0.07530594,0.07167853,1.011528,0.81176245,0.5476093,0.33231527,0.5339327,0.21723123
E14000728,Harborough,-0.14082082,-0.6894411,0.5320174,0.069646776,0.061197333,0.080397084,-0.89398956,0.960701,0.5320174,0.26883754,0.5270894,0.20765477
E14000729,Harlow,0.4304371,-0.2598233,0.5749855,0.063221805,0.07011125,0.06254312,0.07083511,0.75568014,0.5749855,0.3254246,0.5282917,0.21844178
E14000730,Harrogate and Knaresborough,-0.030436516,-0.79140663,0.44941902,0.08217824,0.092788726,0.0891091,1.0744362,0.96483546,0.44941902,0.19495554,0.53101444,0.19383399
E14000731,Harrow East,0.32970428,-0.5585356,0.550724,0.06582346,0.07410003,0.06806588,0.5138931,0.83070284,0.550724,0.32184893,0.5336008,0.21421456
E14000732,Harrow West,0.32970428,-0.6436701,0.550724,0.066866025,0.07610461,0.06787746,0.5138931,0.8475303,0.550724,0.31533074,0.5336008,0.21362552
E14000733,Hartlepool,-0.29347992,-0.53170377,0.26886177,0.06737879,0.062318593,0.071712464,-1.4696808,0.7420057,0.26886177,0.10664668,0.5186558,0.1734643
E14000734,Harwich and North Essex,0.48362273,-0.29716164,0.51946676,0.0667773,0.08205447,0.055591047,-0.14034729,0.6883768,0.51946676,0.19569428,0.52670634,0.21527652
E14000735,Hastings and Rye,0.45470905,-0.06367385,0.49266148,0.08700395,0.11948217,0.043648355,1.7025032,1.0523502,0.49266148,0.33201727,0.5190768,0.21702169
E14000736,Havant,0.21739197,-0.24738127,0.43988037,0.09864606,0.12100534,0.07949374,1.2899017,1.2659551,0.43988037,0.23066895,0.5314245,0.19389005
E14000737,Hayes and Harlington,0.46739006,-0.66345453,0.55692863,0.06916061,0.079341024,0.0690309,0.2103653,0.8564156,0.55692863,0.3107494,0.5357256,0.21420512
E14000738,Hazel Grove,-0.4072485,-0.4653078,0.44887352,0.09458278,0.13039438,0.079208225,-0.7213135,1.0894579,0.44887352,0.24493444,0.52451277,0.18151887
E14000739,Hemel Hempstead,0.39927578,-0.39696875,0.52504826,0.06998811,0.07610254,0.07073387,-0.5956001,0.9000299,0.52504826,0.30464095,0.5292587,0.21369988
E14000740,Hemsworth,-0.12681103,-0.48696443,0.4741192,0.07895236,0.07210593,0.10148138,-0.49874115,0.90169144,0.4741192,0.24405915,0.52880955,0.19709499
E14000741,Hendon,0.32970428,-0.5585356,0.550724,0.06582346,0.07410003,0.06806588,0.5138931,0.83070284,0.550724,0.32184893,0.5336008,0.21421456
E14000742,Henley,0.2922697,-0.56496525,0.54774505,0.07467153,0.08101763,0.06806387,-0.78328323,1.037733,0.54774505,0.26776296,0.5335161,0.2100058
E14000743,Hereford and South Herefordshire,0.1543481,-0.3041721,0.6280673,0.092954434,0.09655641,0.07586785,0.34874508,1.4434512,0.6280673,0.20204484,0.5362061,0.19139333
E14000744,Hertford and Stortford,0.45507336,-0.19736452,0.5358753,0.064169616,0.07086604,0.06497451,0.3354149,0.7869988,0.5358753,0.32274285,0.5286832,0.21866763
E14000745,Hertsmere,0.3967371,-0.46833682,0.53271484,0.06599488,0.07318619,0.0683905,0.88811874,0.8376032,0.53271484,0.32147646,0.53077364,0.21531829
E14000746,Hexham,-0.34504268,-0.37131837,0.3947486,0.09188801,0.13588437,0.08000559,0.9043848,1.020321,0.3947486,0.20766065,0.5245401,0.16057162
E14000747,Heywood and Middleton,-0.4195652,-0.25448763,0.4775238,0.10888874,0.15782872,0.093977645,-0.39684296,1.2397348,0.4775238,0.25962827,0.5269804,0.18239123
E14000748,High Peak,-0.3389492,-0.39172688,0.43651342,0.09291638,0.12170931,0.08508613,-0.984993,1.0920451,0.43651342,0.23289578,0.5285388,0.17539702
E14000749,Hitchin and Harpenden,0.5502408,-0.31615114,0.53266335,0.06743893,0.071179785,0.07105738,-0.7357572,0.8739289,0.53266335,0.31195992,0.5282262,0.21686779
E14000750,Holborn and St Pancras,0.23478508,-0.4736843,0.5476093,0.06714262,0.07530594,0.07167853,1.011528,0.81176245,0.5476093,0.33231527,0.5339327,0.21723123
E14000751,Hornchurch and Upminster,0.4746399,-0.19007245,0.5881157,0.061042015,0.06603789,0.06403175,0.44376755,0.71165735,0.5881157,0.3448674,0.52842045,0.21447249
E14000752,Hornsey and Wood Green,0.23478508,-0.22260584,0.5476093,0.063587815,0.069737695,0.06860402,1.011528,0.7967966,0.5476093,0.33875895,0.5339327,0.21594808
E14000753,Horsham,0.46883965,-0.35668403,0.61229324,0.08332025,0.101617575,0.07321353,0.3272705,0.99853975,0.61229324,0.25975865,0.5349814,0.21091151
E14000754,Houghton and Sunderland South,-0.39275455,-0.50955606,0.22315979,0.06923896,0.07414686,0.07045291,-0.5659027,0.7630143,0.22315979,0.12343564,0.516119,0.17307505
E14000755,Hove,0.15000153,0.0073660514,0.4932785,0.096190274,0.12038056,0.06856167,1.6701889,1.2103378,0.4932785,0.23901223,0.51868916,0.20539066
E14000756,Huddersfield,-0.10072231,-0.5581531,0.43688774,0.09491906,0.114644036,0.100748904,-0.4654312,1.1556036,0.43688774,0.22044472,0.5279145,0.1786645
E14000757,Huntingdon,0.47898546,-0.5139322,0.544555,0.062401943,0.04972677,0.07786725,-1.2767004,0.8203045,0.544555,0.29389152,0.5292918,0.22217898
E14000758,Hyndburn,-0.28333473,-0.64000124,0.46461678,0.13333511,0.19722763,0.1137419,-0.7626419,1.5197768,0.46461678,0.24891984,0.5258126,0.18105553
E14000759,Ilford North,0.28695488,-0.12977472,0.52511215,0.061793085,0.0667268,0.06656346,1.2822189,0.74545854,0.52511215,0.34505364,0.52970505,0.21539149
E14000760,Ilford South,0.28695488,-0.12977472,0.52511215,0.061793085,0.0667268,0.06656346,1.2822189,0.74545854,0.52511215,0.34505364,0.52970505,0.21539149
E14000761,Ipswich,0.54130363,-0.3630755,0.52581596,0.06322675,0.07078671,0.053172205,0.6265793,0.7525673,0.52581596,0.22526817,0.5257025,0.2175045
E14000762,Isle of Wight,0.809906,-0.092188954,0.4933065,0.10898358,0.13502246,0.08253967,1.3228607,1.4806389,0.4933065,0.24375497,0.5299673,0.181691
E14000763,Islington North,0.10217857,-0.22260584,0.52456856,0.063587815,0.069737695,0.06860402,1.3245468,0.7967966,0.52456856,0.33875895,0.53137684,0.21594808
E14000764,Islington South and Finsbury,0.10217857,-0.295695,0.52456856,0.066155314,0.073684074,0.07224323,1.3245468,0.79629254,0.52456856,0.34017432,0.53137684,0.21804929
E14000765,Jarrow,-0.61087036,-0.17296055,0.2508793,0.06999711,0.066381164,0.07620528,-0.02458191,0.7807613,0.2508793,0.110138565,0.51347446,0.16587427
E14000766,Keighley,-0.07367166,-0.48661035,0.42136702,0.11028419,0.14867067,0.11035155,1.3191019,1.3315164,0.42136702,0.22482121,0.5279595,0.1801268
E14000767,Kenilworth and Southam,0.16908169,-0.6761627,0.51282406,0.078415856,0.07569997,0.07653573,-0.99877167,1.1774579,0.51282406,0.253734,0.530179,0.20446466
E14000768,Kensington,0.36304283,-0.4736843,0.53473854,0.06714262,0.07530594,0.07167853,1.0441818,0.81176245,0.53473854,0.33231527,0.53520393,0.21723123
E14000769,Kettering,0.08586788,-0.48980698,0.55223846,0.067609675,0.054893434,0.08378485,-0.20019722,0.9238498,0.55223846,0.27491808,0.5297394,0.21315953
E14000770,Kingston and Surbiton,0.5079727,-0.44853586,0.5397358,0.07126861,0.08032482,0.0748724,0.6520195,0.8368731,0.5397358,0.3277339,0.5343933,0.21529822
E14000771,Kingston upon Hull East,-0.40362072,-0.2990428,0.3853817,0.07540154,0.05725687,0.09455622,0.044540405,0.7775729,0.3853817,0.09978397,0.5147524,0.18720454
E14000772,Kingston upon Hull North,-0.40362072,-0.30271637,0.3853817,0.07394471,0.057770405,0.095568314,0.044540405,0.755398,0.3853817,0.13025178,0.5147524,0.18783963
E14000773,Kingston upon Hull West and Hessle,-0.43188477,-0.3778265,0.33724213,0.07166628,0.05377491,0.09361584,0.42127228,0.754286,0.33724213,0.16306615,0.5176096,0.19120923
E14000774,Kingswood,0.5615978,-0.30808982,0.6182213,0.09666142,0.11312899,0.07916586,-0.33702087,1.3835734,0.6182213,0.20906584,0.53484535,0.18769264
E14000775,Knowsley,-0.5557995,-0.5746228,0.4849701,0.1102135,0.11332371,0.106558666,2.9156113,1.252944,0.4849701,0.22005364,0.5231123,0.16932297
E14000776,Lancaster and Fleetwood,-0.45565146,-0.58441466,0.35780373,0.1449053,0.22939354,0.11430106,2.7727387,1.5756586,0.35780373,0.2586366,0.519482,0.17179604
E14000777,Leeds Central,-0.040582657,-0.5662085,0.46033096,0.08086971,0.08271448,0.096749954,0.7814255,0.9891438,0.46033096,0.2181168,0.5292969,0.1924505
E14000778,Leeds East,0.044204712,-0.5662085,0.44931602,0.08086971,0.08271448,0.096749954,0.44314194,0.9891438,0.44931602,0.2181168,0.52845573,0.1924505
E14000779,Leeds North East,-0.040582657,-0.5662085,0.46033096,0.08086971,0.08271448,0.096749954,0.7814255,0.9891438,0.46033096,0.2181168,0.5292969,0.1924505
E14000780,Leeds North West,0.00072574615,-0.5003674,0.45248222,0.08912612,0.10325566,0.100051984,0.5652847,1.087964,0.45248222,0.20731525,0.52747345,0.18672436
E14000781,Leeds West,-0.040582657,-0.38286465,0.46033096,0.08565897,0.09318038,0.098938376,0.7814255,1.053664,0.46033096,0.21442938,0.5292969,0.18778118
E14000782,Leicester East,0.02391243,-0.8495606,0.5351124,0.0693725,0.0619638,0.078700624,-0.7905083,0.95549256,0.5351124,0.26787844,0.52676964,0.20653628
E14000783,Leicester South,-0.081884384,-0.8495606,0.5114441,0.0693725,0.0619638,0.078700624,-1.2930069,0.95549256,0.5114441,0.26787844,0.52729416,0.20653628
E14000784,Leicester West,0.20217323,-0.580341,0.5209999,0.06806278,0.06255231,0.0745882,-1.5623436,0.93973106,0.5209999,0.26985252,0.5278425,0.20556359
E14000785,Leigh,-0.5231924,-0.3489761,0.5094433,0.09961611,0.12625624,0.09143376,1.0005722,1.1120613,0.5094433,0.25163886,0.5256443,0.1818848
E14000786,Lewes,0.2823677,-0.0060596764,0.5144787,0.10108459,0.13047726,0.06389304,1.8184967,1.2613478,0.5144787,0.24204163,0.52193516,0.20725204
E14000787,Lewisham East,0.2420311,-0.20854896,0.5138149,0.06958351,0.08003082,0.077547014,0.97501373,0.80553436,0.5138149,0.34438318,0.5349741,0.21532066
E14000788,Lewisham West and Penge,0.2420311,-0.3346076,0.5138149,0.070283964,0.08017228,0.0768718,0.97501373,0.818026,0.5138149,0.33685935,0.5349741,0.21497713
E14000789,"Lewisham, Deptford",0.2420311,-0.20952639,0.5138149,0.06514086,0.07210749,0.07278432,0.97501373,0.77992433,0.5138149,0.3499702,0.5349741,0.21788462
E14000790,Leyton and Wanstead,0.28695488,-0.041939273,0.52511215,0.06250667,0.06741703,0.069036365,1.2822189,0.77984047,0.52511215,0.34430867,0.52970505,0.21677734
E14000791,Lichfield,-0.093477964,-0.6714982,0.5175686,0.078181185,0.080460444,0.07507053,-1.415453,1.0984535,0.5175686,0.23515718,0.5307617,0.19358905
E14000792,Lincoln,0.15072823,-0.4318017,0.52178955,0.06646297,0.049624287,0.08538304,0.5329819,0.7747433,0.52178955,0.21055572,0.52793026,0.20597085
E14000793,"Liverpool, Riverside",-0.4557991,-0.52801836,0.49349022,0.10173473,0.10168891,0.09324458,3.5426712,1.1783983,0.49349022,0.21409416,0.5190592,0.16897768
E14000794,"Liverpool, Walton",-0.4557991,-0.52801836,0.49349022,0.10173473,0.10168891,0.09324458,3.5426712,1.1783983,0.49349022,0.21409416,0.5190592,0.16897768
E14000795,"Liverpool, Wavertree",-0.4557991,-0.5752744,0.49349022,0.096806616,0.099793434,0.09034849,3.5426712,1.1178526,0.49349022,0.23130214,0.5190592,0.17255092
E14000796,"Liverpool, West Derby",-0.4557991,-0.5752744,0.49349022,0.096806616,0.099793434,0.09034849,3.5426712,1.1178526,0.49349022,0.23130214,0.5190592,0.17255092
E14000797,Loughborough,-0.09637451,-0.77879465,0.5379219,0.066026054,0.057395518,0.07627242,-1.2446365,0.8557699,0.5379219,0.27830753,0.5285578,0.20804197
E14000798,Louth and Horncastle,0.25376853,-0.60128945,0.3534151,0.06944418,0.04467197,0.09075363,-0.37273866,0.81252676,0.3534151,0.11083742,0.51836234,0.20137273
E14000799,Ludlow,0.32487947,-0.34492952,0.5671295,0.08062424,0.087819844,0.062663786,-0.39834848,1.0999041,0.5671295,0.18916811,0.53272057,0.19024093
E14000800,Luton North,0.40652275,-0.33859757,0.52378654,0.069489956,0.07173282,0.07283729,-1.2043076,0.918523,0.52378654,0.3082911,0.5278225,0.2156022
E14000801,Luton South,0.40724754,-0.19241449,0.5264549,0.06856772,0.07156677,0.07211632,-0.5458298,0.9010782,0.5264549,0.30888706,0.5293398,0.21644562
E14000802,Macclesfield,-0.34800768,-0.37086296,0.4359398,0.090879545,0.12319205,0.07078348,-1.0626488,1.0375313,0.4359398,0.24528828,0.5225631,0.1840275
E14000803,Maidenhead,0.46739197,-0.6079754,0.5287285,0.07127425,0.08282082,0.06929216,-1.1153603,0.9039372,0.5287285,0.2908038,0.5371361,0.21166596
E14000804,Maidstone and The Weald,0.3083334,-0.27826205,0.65895844,0.07306173,0.0909088,0.053063113,1.3585224,0.8608498,0.65895844,0.32856575,0.52937984,0.21648596
E14000805,Makerfield,-0.46159744,-0.3456425,0.4852314,0.09936482,0.11875943,0.095069125,0.8535385,1.1129607,0.4852314,0.25290525,0.52345943,0.18006337
E14000806,Maldon,0.35956383,-0.13162094,0.5909592,0.06887336,0.08449302,0.06177777,0.7548355,0.73946065,0.5909592,0.25427592,0.5264406,0.21281643
E14000807,Manchester Central,-0.36304474,-0.38722292,0.46059036,0.099870935,0.1426587,0.08357871,-0.58234406,1.1337746,0.46059036,0.25324047,0.5228014,0.18378946
E14000808,"Manchester, Gorton",-0.36304474,-0.38722292,0.46059036,0.099870935,0.1426587,0.08357871,-0.58234406,1.1337746,0.46059036,0.25324047,0.5228014,0.18378946
E14000809,"Manchester, Withington",-0.36304474,-0.4367974,0.46059036,0.095893085,0.1314677,0.077699594,-0.58234406,1.0859118,0.46059036,0.24396604,0.5228014,0.18562035
E14000810,Mansfield,-0.23333454,-0.9373394,0.52256775,0.07083125,0.06145824,0.09233106,0.39439392,0.80576336,0.52256775,0.2602801,0.53087616,0.20169523
E14000811,Meon Valley,0.24565125,-0.1728543,0.5843277,0.0939459,0.11482742,0.074328184,0.50865173,1.1900028,0.5843277,0.23400253,0.5368736,0.19573629
E14000812,Meriden,-0.20796967,-0.66645294,0.5381012,0.078261934,0.07616459,0.075522244,-1.3455772,1.216972,0.5381012,0.2374106,0.532156,0.20072845
E14000813,Mid Bedfordshire,0.32481956,-0.6122487,0.51081514,0.0676307,0.062897965,0.07597871,-1.2546511,0.9258746,0.51081514,0.31416678,0.52748203,0.21803142
E14000814,Mid Derbyshire,-0.19782448,-0.63292325,0.5279541,0.07276307,0.075222686,0.07625102,-1.2171822,0.896413,0.5279541,0.2556615,0.5349722,0.19741431
E14000815,Mid Dorset and North Poole,0.9181118,-0.48943397,0.4987564,0.08967783,0.10768418,0.06693254,1.2479553,1.162285,0.4987564,0.18157776,0.53772354,0.18247473
E14000816,Mid Norfolk,0.3433323,-0.19615942,0.51966894,0.060735658,0.04840059,0.05439921,-0.66832733,0.7402126,0.51966894,0.24238099,0.5255041,0.21526274
E14000817,Mid Sussex,0.36376572,-0.24290499,0.60715675,0.086791985,0.10892238,0.06787036,0.49370575,1.0569363,0.60715675,0.24551177,0.5327482,0.21162316
E14000818,Mid Worcestershire,-0.063406944,-0.41711116,0.5524168,0.0805396,0.07914933,0.06874975,-1.0543823,1.2532647,0.5524168,0.21915969,0.53406954,0.1994421
E14000819,Middlesbrough,-0.21739292,-0.38116008,0.34649658,0.06724133,0.062586665,0.069733866,0.68460846,0.7218907,0.34649658,0.118761174,0.51828575,0.17561717
E14000820,Middlesbrough South and East Cleveland,-0.27862263,-0.1827489,0.29174232,0.06852552,0.052304696,0.07391741,0.9030113,0.7583869,0.29174232,0.115613826,0.5132828,0.17084576
E14000821,Milton Keynes North,0.13188362,-0.75448436,0.5040811,0.070324466,0.062215954,0.078994036,-1.484244,1.014971,0.5040811,0.30721098,0.5283553,0.21572849
E14000822,Milton Keynes South,0.09275246,-0.8357754,0.50164795,0.07157103,0.06754685,0.075877264,-1.6884308,0.9934666,0.50164795,0.30264825,0.5282879,0.21426827
E14000823,Mitcham and Morden,0.36304283,-0.45627967,0.53473854,0.070880316,0.08032563,0.07608502,1.0441818,0.82883185,0.53473854,0.33022943,0.53520393,0.21494526
E14000824,Mole Valley,0.66558075,-0.26914325,0.60391235,0.076572165,0.08721568,0.07632943,0.047876358,0.8930794,0.60391235,0.30896157,0.53664637,0.21431418
E14000825,Morecambe and Lunesdale,-0.4538641,-0.49011862,0.3543911,0.15180378,0.24577276,0.11753467,2.2413838,1.6572824,0.3543911,0.2459215,0.51931715,0.1715952
E14000826,Morley and Outwood,-0.21521759,-0.62288463,0.4652481,0.08116438,0.08110458,0.09835376,-0.6937065,0.96127677,0.4652481,0.22992402,0.5289078,0.19268304
E14000827,New Forest East,0.54492855,-0.13699155,0.513381,0.11229135,0.13783427,0.087124385,1.4076691,1.5184543,0.513381,0.20162396,0.5354459,0.1873848
E14000828,New Forest West,0.6137702,-0.28281292,0.5939121,0.10674645,0.12972085,0.08388726,1.1515936,1.4568087,0.5939121,0.18113081,0.5391998,0.18758793
E14000829,Newark,-0.16944377,-0.7214097,0.5494089,0.0652782,0.04976578,0.087188475,0.42549643,0.7569144,0.5494089,0.24688059,0.5295817,0.20751746
E14000830,Newbury,0.5123189,-0.4795825,0.57046956,0.07769348,0.0869603,0.06378057,-0.58224994,1.0859818,0.57046956,0.25439978,0.5364482,0.20478196
E14000831,Newcastle upon Tyne Central,-0.31739044,-0.2393589,0.29133606,0.07359943,0.079967,0.07717459,1.304718,0.79557717,0.29133606,0.17399806,0.51786613,0.16829419
E14000832,Newcastle upon Tyne East,-0.56376934,-0.20017716,0.24276161,0.07143476,0.07307488,0.076081485,1.3838043,0.7863956,0.24276161,0.14721768,0.51366425,0.16713677
E14000833,Newcastle upon Tyne North,-0.5246334,-0.2393589,0.24254227,0.07359943,0.079967,0.07717459,1.1555405,0.79557717,0.24254227,0.17399806,0.5155363,0.16829419
E14000834,Newcastle-under-Lyme,-0.32318783,-0.3013565,0.45432472,0.077979654,0.088841766,0.067093626,0.44096375,0.9235163,0.45432472,0.22955155,0.5228262,0.19006714
E14000835,Newton Abbot,0.87898445,-0.15822215,0.503952,0.10158082,0.094270386,0.090788245,-0.24775696,1.383139,0.503952,0.16647422,0.5222664,0.15984644
E14000836,"Normanton, Pontefract and Castleford",0.0014481544,-0.68774366,0.47482395,0.07594971,0.06857492,0.09749946,-0.60585785,0.87883306,0.47482395,0.23646082,0.5283189,0.19876799
E14000837,North Cornwall,0.5536947,-0.5261354,0.5799742,0.120268404,0.1481768,0.09803499,-0.1767685,1.3851918,0.5799742,0.1544329,0.5186566,0.15007402
E14000838,North Devon,0.49255526,-0.32423303,0.58922803,0.12534755,0.15593198,0.10597208,0.9716679,1.5181241,0.58922803,0.1528763,0.52381223,0.1515827
E14000839,North Dorset,0.8574064,-0.40342483,0.61095494,0.087350994,0.103822134,0.06764179,1.2796206,1.1443688,0.61095494,0.18970433,0.538691,0.18511952
E14000840,North Durham,-0.54710007,-0.28214574,0.32409668,0.07325636,0.082542434,0.07414398,0.2622528,0.81330526,0.32409668,0.1513055,0.52174616,0.17088678
E14000841,North East Bedfordshire,0.35695687,-0.59967625,0.52785224,0.06452023,0.053579815,0.079003744,-1.3503959,0.87721246,0.52785224,0.30672207,0.5284748,0.22101423
E14000842,North East Cambridgeshire,0.40351978,-0.5741811,0.5509297,0.058573425,0.046158534,0.06909166,-0.84977883,0.68260735,0.5509297,0.28085682,0.531012,0.22317593
E14000843,North East Derbyshire,-0.05887699,-0.45177406,0.49293518,0.07989905,0.08421393,0.09207012,-0.4077263,0.9175007,0.49293518,0.2544249,0.53194594,0.19272943
E14000844,North East Hampshire,0.4148531,-0.3523522,0.55658054,0.07823703,0.0902214,0.06899242,-0.7902889,0.9843925,0.55658054,0.2684148,0.5375776,0.20619301
E14000845,North East Hertfordshire,0.65724564,-0.19784142,0.5747204,0.064226545,0.06627248,0.06853416,-0.3528881,0.79790384,0.5747204,0.31236964,0.52891254,0.22040851
E14000846,North East Somerset,0.61956596,-0.39218178,0.62158775,0.097817436,0.1222714,0.08249127,-0.6259537,1.3997047,0.62158775,0.20131108,0.5342493,0.18677332
E14000847,North Herefordshire,0.25882807,-0.27786663,0.61122876,0.084006526,0.08762696,0.068576574,-0.17956577,1.3078161,0.61122876,0.20139302,0.53569263,0.19331402
E14000848,North Norfolk,0.35931778,-0.106130496,0.43091965,0.068092234,0.051006593,0.0580242,0.46682575,0.9223997,0.43091965,0.2087386,0.5250951,0.20851219
E14000849,North Shropshire,0.13306141,-0.28948268,0.5273123,0.07746495,0.08309024,0.06570289,-0.69584274,0.945241,0.5273123,0.19951518,0.531037,0.19167085
